BILLING_ACCT_ID_NUM,STATE_DATE,MDN,MDN_GPON,USER_NAME,BILLING_ACCT_ID,HAPPINESS_IDX_M1,HAPPINESS_IDX_M2,HAPPINESS_IDX_M3,MTBR_VAL_M1,MTBR_VAL_M2,MTBR_VAL_M3,MTBF_VAL_M1,MTBF_VAL_M2,MTBF_VAL_M3,COMPLAINT_COUNT_M1,COMPLAINT_COUNT_M2,COMPLAINT_COUNT_M3,DATA_USAGE_GB_M1,DATA_USAGE_GB_M2,DATA_USAGE_GB_M3,TENURE_MONTHS,PRODUCT_TYPE,SEGMENT,CONTRACT_TYPE,SUBSCRIPTION_SPEED_MBPS,REGION
3500351914,2026-08-30,0357129954,0337617739,user_351914,ACC-3500351914,88.76,89.29,85.63,0.2778,482.2222,66.4464,434.02,1542.68,1096.14,2,2,3,465.05,135.17,63.28,35,VDSL,SME,ANNUAL,4,MUL
3370798023,2026-08-30,0336520194,0363062754,user_798023,ACC-3370798023,44.11,83.25,93.17,378.0142,48.0487,100.0932,18.57,680.34,1523.24,4,10,9,251.21,446.87,375.76,96,VDSL,MASS,MONTHLY,16,LHR
3182549636,2026-08-30,0344700246,0317148999,user_549636,ACC-3182549636,65.61,93.37,85.46,129.4538,433.7842,313.7857,1146.62,1216.66,950.39,7,2,7,485.57,212.99,253.84,107,GPON,MASS,BIANNUAL,25,ISB
3926764987,2026-08-30,0344915548,0352889615,user_764987,ACC-3926764987,54.88,75.87,34.42,413.5682,354.2141,373.8876,1988.21,1320.38,1003.4,4,6,5,129.42,163.9,361.72,59,VDSL,MASS,BIANNUAL,100,PSH
3781567454,2026-08-30,0329355842,0348330870,user_567454,ACC-3781567454,50.03,77.35,36.56,463.8249,415.1796,447.4493,86.9,1660.89,1243.24,4,8,3,252.27,251.26,434.68,4,ADSL,MASS,BIANNUAL,8,MUL
3643865119,2026-08-30,0303808513,0344491312,user_865119,ACC-3643865119,59.89,77.19,69.21,299.0999,487.9729,137.0207,423.92,58.66,1856.66,0,0,1,429.77,208.87,314.47,61,VDSL,MASS,BIANNUAL,8,KHI
3402414363,2026-08-30,0353166122,0399062121,user_414363,ACC-3402414363,34.04,56.05,41.68,334.8049,421.2352,56.2514,1042.64,448.11,988.71,4,0,2,224.13,128.69,306.22,107,VDSL,MASS,BIANNUAL,16,ISB
3822761612,2026-08-30,0367797316,0349574002,user_761612,ACC-3822761612,94.15,54.23,75.1,27.2354,471.7478,478.0673,1621.78,1426.72,1062.03,8,9,1,139.74,251.34,377.29,119,GPON,MASS,MONTHLY,8,PSH
3545429118,2026-08-30,0399220155,0328886564,user_429118,ACC-3545429118,154.67,38.02,62.48,472.8144,64.3407,78.0571,187.19,1131.41,1207.97,6,0,2,427.74,75.9,421.23,49,VDSL,MASS,BIANNUAL,25,KHI
3443414198,2026-08-30,0333848932,0367760737,user_414198,ACC-3443414198,75.62,68.36,61.32,196.8499,398.0985,99.6358,796.52,996.25,1477.66,9,6,7,194.94,175.96,434.53,19,ADSL,CORPORATE,ANNUAL,25,ISB
3450459552,2026-08-30,0396265929,0358398345,user_459552,ACC-3450459552,55.16,41.7,82.14,462.0263,273.2922,146.3734,1496.68,119.87,152.98,1,10,1,265.36,282.9,18.22,69,GPON,MASS,ANNUAL,50,LHR
3227238721,2026-08-30,0391150249,,user_238721,ACC-3227238721,31.47,39.34,73.29,289.9098,272.2043,265.1663,749.37,703.07,1036.22,0,6,0,488.26,206.7,278.1,100,VDSL,CORPORATE,ANNUAL,100,ISB
3554584786,2026-08-30,0391807882,0351833548,user_584786,ACC-3554584786,89.05,63.95,21.99,3.3048,449.5619,441.53,385.78,1731.55,968.37,6,5,5,93.24,411.96,108.13,114,GPON,CORPORATE,MONTHLY,4,LHR
3887889842,2026-08-30,0381543073,0355103996,user_889842,ACC-3887889842,45.6,182.1,23.71,20.2325,485.9301,380.5125,399.04,71.48,1844.15,1,4,3,150.7,128.36,430.17,7,GPON,SME,MONTHLY,8,KHI
3063817255,2026-08-30,0364380773,,user_817255,ACC-3063817255,23.76,36.41,65.12,340.529,352.7143,354.3706,826.0,798.91,992.08,6,7,5,15.53,484.89,324.2,35,GPON,MASS,MONTHLY,8,KHI
3858291293,2026-08-30,0320992010,,user_291293,ACC-3858291293,45.68,81.2,56.46,281.7713,241.9863,88.4151,964.04,1890.85,941.96,9,6,1,195.92,392.36,210.11,58,ADSL,MASS,MONTHLY,8,KHI
3827631170,2026-08-30,0388171357,0355042175,user_631170,ACC-3827631170,79.58,84.54,39.51,14.2397,228.7455,179.4836,1725.01,111.25,1924.78,3,5,2,100.09,483.8,94.05,12,GPON,MASS,ANNUAL,50,KHI
3631664398,2026-08-30,0380123973,0367986849,user_664398,ACC-3631664398,66.7,32.58,51.4,0.2778,193.7844,239.7241,1288.08,1501.91,906.65,6,1,4,340.02,419.07,169.51,107,GPON,MASS,BIANNUAL,4,ISB
3165229079,2026-08-30,0394541901,0376957296,user_229079,ACC-3165229079,76.31,20.56,76.84,426.2205,181.4379,74.5656,1383.9,522.65,369.96,7,7,7,90.66,71.05,351.89,14,VDSL,MASS,ANNUAL,4,LHR
3758087739,2026-08-30,0322106912,,user_087739,ACC-3758087739,79.52,45.21,82.0,248.7123,196.3619,137.4414,1966.14,1734.55,441.66,1,8,4,337.41,263.23,102.18,80,GPON,CORPORATE,ANNUAL,100,KHI
3700522965,2026-08-30,0359675418,,user_522965,ACC-3700522965,35.9,79.81,62.09,233.413,45.7869,154.8583,829.57,1494.68,199.42,9,7,5,131.74,84.99,46.79,111,ADSL,MASS,ANNUAL,100,ISB
3354525967,2026-08-30,0380707814,0391287976,user_525967,ACC-3354525967,89.28,82.94,48.9,3.7311,39.6406,64.5108,812.68,1772.55,11.13,2,0,5,177.61,409.11,444.01,83,GPON,SME,ANNUAL,8,ISB
3067920001,2026-08-30,0315903931,0330120579,user_920001,ACC-3067920001,52.85,30.37,40.3,393.5382,390.1551,275.5696,1847.46,439.69,869.57,8,7,2,174.43,292.08,382.11,92,GPON,MASS,MONTHLY,8,LHR
3970698023,2026-08-30,0345639529,,user_698023,ACC-3970698023,67.93,78.08,59.14,166.0273,223.5904,352.8091,499.29,1067.27,1540.79,7,8,3,358.38,131.72,99.9,32,VDSL,MASS,BIANNUAL,25,MUL
3445687486,2026-08-30,0394055168,,user_687486,ACC-3445687486,20.17,28.68,43.61,439.503,465.4116,35.8959,1462.33,1560.75,1469.6,1,2,4,233.25,464.8,146.16,100,GPON,MASS,MONTHLY,25,LHR
3893121120,2026-08-30,0317174091,,user_121120,ACC-3893121120,94.5,49.25,62.31,187.1572,306.4983,241.0804,1511.6,498.94,73.98,7,9,0,180.65,57.59,486.04,51,ADSL,MASS,ANNUAL,100,PSH
3677919010,2026-08-30,0351978446,0339031967,user_919010,ACC-3677919010,41.07,94.9,70.75,282.9739,0.2778,391.3234,204.6,469.19,1144.27,2,5,7,426.31,281.93,354.09,8,VDSL,MASS,ANNUAL,16,KHI
3778383496,2026-08-30,0378061282,0376708773,user_383496,ACC-3778383496,24.65,34.44,141.46,135.9006,79.6041,374.2471,941.78,64.09,317.02,6,5,6,285.98,360.52,305.26,44,VDSL,MASS,ANNUAL,4,ISB
3759899440,2026-08-30,0374235769,,user_899440,ACC-3759899440,54.37,31.55,20.08,0.2778,103.7041,407.7215,409.12,1917.45,1882.74,10,7,3,106.92,29.42,153.81,42,GPON,MASS,BIANNUAL,16,MUL
3194638707,2026-08-30,0387624139,,user_638707,ACC-3194638707,29.68,51.71,35.92,387.679,0.2778,224.6721,378.9,1422.93,343.06,10,5,4,450.05,298.93,149.56,63,VDSL,MASS,MONTHLY,25,PSH
3363906030,2026-08-30,0341698245,0307468662,user_906030,ACC-3363906030,31.42,66.48,87.09,248.7986,110.1334,410.458,933.02,1274.77,1257.01,9,5,3,171.33,407.95,19.76,32,GPON,MASS,BIANNUAL,25,LHR
3466721003,2026-08-30,0322297889,0324853789,user_721003,ACC-3466721003,67.42,89.97,68.47,268.7075,258.3621,121.1358,585.97,1490.55,659.21,5,3,7,19.49,33.76,364.24,56,VDSL,CORPORATE,ANNUAL,25,ISB
3497791541,2026-08-30,0318045311,0327543125,user_791541,ACC-3497791541,49.47,93.56,159.34,0.2778,468.1523,181.0445,1594.16,1067.91,1286.71,6,10,8,247.3,256.12,21.59,52,VDSL,MASS,ANNUAL,100,LHR
3043803765,2026-08-30,0383391995,0388160634,user_803765,ACC-3043803765,89.14,25.22,86.77,481.8264,488.6192,89.0014,1816.13,957.51,830.39,3,10,1,61.97,129.28,2.43,40,GPON,MASS,ANNUAL,50,ISB
3546569503,2026-08-30,0311251415,,user_569503,ACC-3546569503,43.94,30.35,55.25,427.9654,118.9439,234.2748,1607.41,904.57,1521.69,10,1,4,119.23,331.46,364.75,84,GPON,MASS,BIANNUAL,8,ISB
3154289491,2026-08-30,0307011804,,user_289491,ACC-3154289491,74.46,79.31,55.71,94.617,25.5097,196.638,539.4,1284.47,469.05,5,8,0,373.56,59.34,474.44,37,GPON,MASS,BIANNUAL,16,MUL
3743375906,2026-08-30,0355683839,,user_375906,ACC-3743375906,54.58,40.3,90.17,297.5421,77.6473,121.2226,555.53,411.05,1812.53,8,0,4,65.38,468.53,378.25,92,GPON,MASS,ANNUAL,50,LHR
3683048952,2026-08-30,0357878504,0343113003,user_048952,ACC-3683048952,69.5,86.36,24.46,439.1956,32.6009,376.1386,516.91,1777.24,1005.42,3,4,2,403.47,447.36,235.82,31,GPON,MASS,BIANNUAL,16,KHI
3922527838,2026-08-30,0318222659,0325034968,user_527838,ACC-3922527838,64.98,69.76,186.75,187.8575,98.367,157.6095,278.73,1625.39,1514.63,8,10,3,468.45,92.99,243.02,104,GPON,CORPORATE,ANNUAL,16,LHR
3744762154,2026-08-30,0342003958,0334489975,user_762154,ACC-3744762154,55.46,28.39,63.93,51.452,284.7163,137.1294,1888.16,705.63,1700.96,2,1,5,303.27,161.63,218.07,44,GPON,MASS,ANNUAL,8,KHI
3366642656,2026-08-30,0310810496,0359238325,user_642656,ACC-3366642656,91.25,82.44,34.66,405.6705,456.3119,66.3143,810.08,1161.43,1997.67,8,4,3,355.18,293.82,162.32,5,GPON,MASS,BIANNUAL,8,KHI
3967509731,2026-08-30,0308889293,0338935972,user_509731,ACC-3967509731,45.7,33.23,70.96,241.4,269.0722,219.972,457.13,290.64,455.65,0,2,4,356.79,359.03,260.86,18,GPON,MASS,MONTHLY,50,LHR
3410850353,2026-08-30,0385766677,0356602822,user_850353,ACC-3410850353,33.29,51.76,36.06,282.6319,313.3688,0.2778,1694.88,1944.97,580.92,1,8,8,496.4,221.33,215.58,97,VDSL,MASS,ANNUAL,100,ISB
3325825357,2026-08-30,0318535988,,user_825357,ACC-3325825357,70.86,61.41,27.44,491.09,101.7318,185.2671,804.4,1806.76,508.36,3,5,8,170.77,78.15,299.08,105,VDSL,MASS,MONTHLY,50,KHI
3905535764,2026-08-30,0347366220,,user_535764,ACC-3905535764,83.45,57.56,35.52,303.9985,400.4912,118.7626,79.88,1844.58,533.11,5,6,0,81.43,52.08,449.06,26,GPON,MASS,MONTHLY,8,KHI
3370459705,2026-08-30,0314414623,0349956286,user_459705,ACC-3370459705,23.02,71.46,51.71,213.0647,309.2767,381.8146,332.26,671.0,1169.07,7,10,4,259.58,499.88,497.5,73,ADSL,MASS,BIANNUAL,4,KHI
3076343185,2026-08-30,0335373431,0392741153,user_343185,ACC-3076343185,53.72,68.95,33.21,185.6222,432.2043,465.0717,1282.11,346.58,1987.11,3,5,9,266.62,227.68,39.37,69,GPON,MASS,MONTHLY,4,PSH
3469555810,2026-08-30,0362279698,,user_555810,ACC-3469555810,86.94,94.4,30.1,209.392,474.4727,249.468,1567.98,431.43,1980.65,0,8,5,88.96,436.27,192.34,17,VDSL,MASS,MONTHLY,16,ISB
3795679974,2026-08-30,0347345984,0341099712,user_679974,ACC-3795679974,126.26,94.96,84.52,60.0811,0.2778,321.8562,429.76,189.1,1058.28,3,1,2,306.55,241.19,90.35,55,GPON,MASS,MONTHLY,25,KHI
3189471358,2026-08-30,0362855760,0300250942,user_471358,ACC-3189471358,94.39,58.73,44.03,397.5805,46.199,433.719,1835.62,249.02,1281.66,4,2,6,7.06,461.18,176.06,84,VDSL,MASS,ANNUAL,100,KHI
3462940570,2026-08-30,0321702565,0357300816,user_940570,ACC-3462940570,59.86,27.14,47.06,419.0207,113.7386,499.416,1703.48,151.9,1721.34,5,10,1,463.83,43.88,143.74,117,GPON,MASS,BIANNUAL,100,LHR
3129921505,2026-08-30,0389196606,,user_921505,ACC-3129921505,69.5,74.59,24.15,142.9142,219.4829,307.1447,1698.28,1979.75,1866.54,7,9,0,132.29,57.01,87.27,102,ADSL,MASS,BIANNUAL,4,KHI
3686478210,2026-08-30,0375059719,,user_478210,ACC-3686478210,42.69,93.25,46.8,152.5945,472.9011,0.2778,463.05,157.37,415.68,2,7,6,19.78,464.82,382.04,12,GPON,MASS,MONTHLY,50,LHR
3475704925,2026-08-30,0391845479,,user_704925,ACC-3475704925,91.07,43.87,39.86,437.2928,189.7766,454.3955,110.57,273.76,1061.8,6,4,5,54.12,473.75,248.14,29,GPON,MASS,ANNUAL,8,LHR
3226909348,2026-08-30,0379902750,0340344574,user_909348,ACC-3226909348,47.48,54.59,65.79,12.9612,385.6158,395.9343,1736.17,1656.24,1667.35,6,2,8,120.12,157.36,459.62,53,VDSL,CORPORATE,ANNUAL,8,MUL
3564499893,2026-08-30,0305611150,0385223529,user_499893,ACC-3564499893,75.39,51.86,35.4,260.7083,270.6979,231.0048,618.54,1164.68,613.37,8,9,3,136.95,177.58,16.3,19,VDSL,MASS,ANNUAL,25,KHI
3669813993,2026-08-30,0354465779,0348632732,user_813993,ACC-3669813993,50.24,23.86,86.63,232.3742,92.2216,41.4958,1241.64,1551.09,885.22,5,8,9,16.4,226.23,33.49,69,ADSL,MASS,ANNUAL,4,ISB
3940306094,2026-08-30,0375425198,,user_306094,ACC-3940306094,62.14,70.42,89.72,345.3733,161.0463,0.2778,1522.33,1265.51,1971.39,8,2,4,139.68,208.08,201.64,2,GPON,SME,MONTHLY,16,KHI
3437151918,2026-08-30,0317170467,0316031090,user_151918,ACC-3437151918,73.98,46.5,136.51,82.5325,326.9428,239.1231,265.3,1765.53,1970.24,2,6,8,96.47,95.02,40.14,14,GPON,SME,ANNUAL,25,MUL
3160688161,2026-08-30,0349726737,0309180117,user_688161,ACC-3160688161,58.17,79.06,28.06,334.497,336.7538,247.663,1563.87,1280.55,1813.15,7,6,1,189.31,449.19,131.36,6,VDSL,MASS,ANNUAL,8,MUL
3832678195,2026-08-30,0388762735,0364205256,user_678195,ACC-3832678195,88.03,82.41,28.65,188.9903,217.9451,204.2738,1877.64,1049.03,1598.91,0,5,1,192.58,126.65,493.01,36,VDSL,MASS,ANNUAL,25,ISB
3629764300,2026-08-30,0333191095,0384028564,user_764300,ACC-3629764300,51.45,81.59,66.47,309.7387,115.0942,284.5155,1459.47,1428.37,545.57,1,10,8,169.5,352.64,104.48,92,VDSL,MASS,ANNUAL,16,LHR
3700265101,2026-08-30,0347317159,,user_265101,ACC-3700265101,68.53,51.25,29.15,21.0074,361.2315,276.5292,888.03,900.31,648.49,9,1,9,163.96,33.58,99.06,22,VDSL,SME,BIANNUAL,50,KHI
3097226634,2026-08-30,0393764136,0395496990,user_226634,ACC-3097226634,45.68,44.12,83.93,231.4019,85.2676,418.4699,1754.59,698.67,1099.09,5,2,10,44.87,19.38,286.82,119,VDSL,MASS,ANNUAL,8,PSH
3767843913,2026-08-30,0390789412,,user_843913,ACC-3767843913,50.61,76.16,76.57,261.6032,468.3982,55.2199,1059.64,940.63,1125.95,6,1,3,12.6,326.87,249.0,33,ADSL,CORPORATE,MONTHLY,4,ISB
3832259800,2026-08-30,0388611450,0362254638,user_259800,ACC-3832259800,53.0,80.1,81.49,107.9489,94.7639,113.3637,1492.09,347.73,1015.95,6,7,0,101.06,169.51,290.22,6,GPON,MASS,BIANNUAL,25,KHI
3435216667,2026-08-30,0365004784,,user_216667,ACC-3435216667,29.44,56.84,59.45,70.6722,54.5489,396.7095,1642.81,1595.18,1276.97,7,7,10,378.32,327.73,188.37,41,VDSL,SME,BIANNUAL,8,LHR
3804764356,2026-08-30,0329434035,,user_764356,ACC-3804764356,26.88,86.98,94.75,95.0487,249.3262,424.0706,1501.21,528.8,822.56,2,10,6,495.4,47.01,413.38,90,VDSL,MASS,MONTHLY,50,LHR
3387478378,2026-08-30,0397751390,0331815217,user_478378,ACC-3387478378,170.44,30.79,23.31,172.7264,260.2552,497.4173,582.83,315.53,1500.86,1,5,2,464.26,474.93,69.29,13,VDSL,MASS,ANNUAL,4,PSH
3898087624,2026-08-30,0386278016,,user_087624,ACC-3898087624,69.16,85.93,50.09,49.3083,254.5883,436.5831,244.51,500.24,673.76,0,1,8,252.11,374.26,214.2,9,ADSL,MASS,MONTHLY,25,ISB
3288328103,2026-08-30,0390616606,0392090595,user_328103,ACC-3288328103,69.72,27.21,44.3,473.7126,0.2778,445.0596,484.29,1685.72,668.05,9,4,9,265.91,438.13,344.88,102,VDSL,MASS,ANNUAL,100,ISB
3682495503,2026-08-30,0388022418,0353158084,user_495503,ACC-3682495503,21.48,31.51,91.15,203.092,497.4126,157.8596,1010.72,667.1,263.18,2,0,3,157.29,68.24,434.12,72,GPON,MASS,MONTHLY,4,ISB
3636761825,2026-08-30,0378109269,,user_761825,ACC-3636761825,44.49,60.04,63.26,404.6758,243.654,201.4292,1015.5,1375.24,385.54,6,7,8,386.97,160.08,184.79,42,ADSL,MASS,ANNUAL,8,KHI
3139752483,2026-08-30,0300010869,0351236981,user_752483,ACC-3139752483,34.84,25.06,80.46,487.2341,239.4953,134.7745,1169.46,1714.26,1702.54,5,7,8,382.38,184.17,283.87,91,VDSL,MASS,MONTHLY,100,LHR
3832736745,2026-08-30,0389228206,0300512888,user_736745,ACC-3832736745,78.36,23.96,32.78,41.2869,211.4613,0.2778,796.25,164.71,898.1,1,9,5,422.14,268.59,34.57,102,GPON,MASS,ANNUAL,25,KHI
3199908202,2026-08-30,0389917868,0326615537,user_908202,ACC-3199908202,84.55,20.04,93.4,326.1831,34.3461,469.4639,1575.91,1532.4,463.46,4,3,6,447.75,148.43,85.16,44,ADSL,SME,BIANNUAL,8,ISB
3804899112,2026-08-30,0384042116,0365775277,user_899112,ACC-3804899112,38.5,52.72,57.4,435.8331,296.8854,172.9758,1827.18,622.25,1521.09,0,3,2,217.17,30.32,34.57,68,VDSL,SME,MONTHLY,8,LHR
3007362269,2026-08-30,0355756084,0391495900,user_362269,ACC-3007362269,70.09,78.1,57.03,317.483,114.7559,278.9439,500.98,441.08,1112.42,1,0,10,383.44,184.44,363.94,2,VDSL,MASS,BIANNUAL,50,LHR
3796842585,2026-08-30,0318701020,,user_842585,ACC-3796842585,195.34,22.61,92.82,215.084,319.1669,148.8535,1475.68,1380.91,52.1,1,4,10,403.2,127.27,144.03,37,ADSL,MASS,BIANNUAL,100,KHI
3786924376,2026-08-30,0375976500,,user_924376,ACC-3786924376,161.4,68.92,48.55,0.2778,26.3659,85.7302,1359.16,1820.5,639.56,9,5,10,154.23,192.96,361.87,72,ADSL,MASS,BIANNUAL,16,KHI
3780364317,2026-08-30,0360028474,,user_364317,ACC-3780364317,30.4,81.73,49.81,18.9135,490.7122,98.3976,1050.95,597.09,362.23,6,8,8,464.62,98.48,33.2,24,GPON,CORPORATE,MONTHLY,16,LHR
